ID,Бренд,Наименование,Количество,Цена,Цена по акции
571409360,REAL AGRADO,"Вино Real Agrado Va! Tempranillo красное сухое, 0.75л",38,1599,1439.1
375769,CHATEAU TAMAGNE,"Вино Chateau Tamagne Premier Rouge Reserve красное сухое, 0.75л",111,779,0
637825,COTES DE PROVENCE,"Вино Cotes de Provence Carte Noire розовое сухое, 0.75л",13,2199,1999
517002,МАССАНДРА,"Вино Массандра Мадера Крымская белое сладкое, 0.75л",22,799,0
600702222,SITIO SANTO,"Вино Sitio Santo Medium Dy Vinho Verde белое полусухое, 0.75л",28,639,575.1
119641,TAVERNELLO,"Вино Tavernello красное полусухое, 1л",28,739,0
548696,JEAN DELLAC,"Вино Jean Dellac Cabernet Sauvignon красное сухое, 0.75л",478,629,0
538360,ASKANELI BROTHERS,"Вино Askaneli Brothers Rkatsiteli Qvevri Оранж белое сухое, 0.75л",150,869,729
549964,JOSEPH VERDIER,"Вино Joseph Verdier Cuvee Speciale красное сухое, 0.75л",107,729,0
504003,BIALONI,"Вино Bialoni Киндзмараули красное полусладкое, 0.75л",184,729,0
595562661,MICHELE CHIARLO,"Вино Michele Chiarlo Gavi Palas белое сухое, 0.75л",14,2099,0
10518632,ALTE ROCCHE BIANCHE,"Вино Alte Rocche Bianche Barbaresco красное сухое, 0.75л",59,2099,0
504169,BIALONI,"Вино Bialoni Ркацители-Мцване белое сухое, 0.75л",329,559,0
366949,CUSUMANO,"Вино Cusumano Syrah Terre Siciliane красное сухое, 0.75л",32,1449,0
388292,GAI KODZOR,"Вино Terroir de Gai Kodzor красное сухое, 0.75л",13,1159,0
477544,100 ОТТЕНКОВ,"Вино 100 Оттенков Саперави красное сухое, 0.75л",6,1439,0
478238,100 ОТТЕНКОВ,"Вино 100 Оттенков Каберне Совиньон красное сухое, 0.75л",15,1439,0
393493,CRU LERMONT,"Вино Fanagoria Cru Lermont Рислинг белое сухое, 0.75л",12,719,0
573234,AURAMADRE,"Вино Auramadre Pinot Gridgio белое сухое, 0.75л",12,1499,1299
581693,CANTINE POVERO,"Вино Cantine Povero Barbera d'Asti Marida красное сухое красное сухое, 0.75л",23,1799,1499
134243,VALDOURO,"Вино ликерное Valdouro Porto Vila Nova de Gaia красный сладкий, 0.75л",42,1549,1394.1
503812,VALMARONE,"Вино Valmarone Valpolicella красное сухое, 0.75л",336,959,0
139784,CHATEAU TAMAGNE,"Вино Chateau Tamagne Мерло красное полусладкое, 0.7л",15,279,0
546022,TENUTE NEIRANO,"Вино Tenute Neirano Tirteo Barbera d'Asti Superiore красное сухое, 0.75л",17,1749,1399
415256,KARAS,"Вино Karas красное сухое, 0.75л",20,1399,0
596256888,ШУМРИНКА,"Вино Шумринка Семисам красное сухое, 0.75л",6,799,699
570825,SONNENTAL,"Вино Sonnental Gewurztraminer белое полусладкое, 0.75л",18,849,0
402967,CODICI,"Вино Codici красное полусухое, 0.75л",12,699,0
491346,ANIMUS,"Вино Animus Vinho Verde белое полусухое, 0.75л",263,699,629.1
661710,CHATEAU LE GRAND VOSTOK,"Вино Chateau Le Grand Vostok Merlot красное сухое, 0.75л",12,699,0
402354,CODICI,"Вино Codici Puglia Bianco белое полусухое, 0.75л",23,699,0
185540,SCHUCHMANN,"Вино Schuchmann Saperavi красное сухое, 0.75л",4,1939,0
494933,TOMBACCO,"Вино Tombacco Aglianico del Beneventano красное полусухое, 0.75л",6,1259,0
550303601,ШАТО ПИНО,"Вино Шато Пино Шары колдуна Блаш розовое сухое, 0.75л",12,1499,0
551401,ESSE,"Вино Esse Unplugged Rkatsiteli Оранж белое сухое, 0.75л",48,1199,0
544352,NUVIANA,"Вино Codorniu Nuviana Chardonnay белое сухое, 0.75л",19,729,656.1
415472,KARAS,"Вино Karas белое сухое, 0.75л",19,1329,0
521108,CASERE,"Вино Casere Merlot Venezia красное сухое, 0.75л",155,1059,0
593725,NELEMAN,"Вино Neleman Viognier-Verdil белое сухое, 0.75л",15,1599,1199
142469,TORRES,"Вино Torres Ibericos красное сухое, 0.75л",19,1799,1399
485181626,CHATEAU D'ARCINS,"Вино Chateau D'Arcins Haut-Medoc AOP красное сухое, 0.75л",31,1999,0
581381,LUCCARELLI,"Вино Primitivo Puglia Luccarelli красное полусухое, 0.75л",44,1879,0
573047,AURAMADRE,"Вино Auramadre Primitivo красное полусухое, 0.75л",1,1499,1299
185291,SPERI,"Вино Speri Valpolicella красное сухое, 0.75л",24,1699,1099
234379,VINA REAL,"Вино Vina Real Casal Garcia Rose Vinho Verde DOC розовое полусухое, 0.75л",24,1099,989.1
375628,CHATEAU TAMAGNE,"Вино Chateau Tamagne Saperavi красное сухое, 0.75л",47,489,0
487329,МАССАНДРА,"Портвейн Массандра Алушта красный ликерный, 0.75л",18,629,0
497948,BIALONI,"Вино Bialoni Алазани белое полусладкое, 0.75л",256,419,0
497944,BIALONI,"Вино Bialoni Алазани красное полусладкое, 0.75л",279,419,0
493271710,LAVIS,"Вино Lavis Gewurztraminer белое полусухое, 0.75л",48,1499,0
455251,CHATEAU HAUT MAGINET,"Вино Chateau Haut Maginet красное сухое, 0.75л",12,1399,0
518872,CASA DEFRA,"Вино Casa Defra Colli Berici DOC Riserva красное сухое, 0.75л",208,1549,0
616517,BERONIA,"Вино Beronia Viura белое сухое, 0.75л",9,1199,1079.1
655491,CAROLINE BAY,"Вино Caroline Bay Sauvignon Blanc белое сухое, 0.75л",491,1449,0
661115,CHATEAU LE GRAND VOSTOK,"Вино Chateau Le Grand Vostok Chardonnay белое сухое, 0.75л",12,699,0
595561401,ЛЕФКАДИЯ,"Вино Лефкадия красное сухое, 0.75л",4,1649,1199
268833855,ALMA VALLEY,"Вино Alma Valley Локантита Селект красное сухое, 0.75л",70,699,599
392738,BADAGONI,"Вино Badagoni Alazani Valley белое полусладкое, 0.75л",23,669,599
576144,EL BAR ARGENTINO,"Вино El Bar Argentino Malbec красное сухое, 0.75л",157,599,539.1
2749428,DI CASPICO,"Вино Di Caspico Riesling белое сухое, 0.75л",31,479,399
593579,АЙ-ПЕТРИ,"Вино Ай-Петри Алиготе белое сухое, 0.75л",33,319,0
604934622,СИКОРЫ,"Вино Сикоры Совиньон блан белое сухое, 0.75л",14,1199,999
214361,BODEGAS ARAGONESAS,"Вино Bodegas Aragonesas Castillo de Fuendejalon Crianza красное сухое, 0.75л",96,1259,999
601434236,GOLDEN KAAN,"Вино Golden Kaan Chardonnay белое полусухое, 0.75л",12,1049,799
188947,NR,"Вино Fanagoria NR красное полусладкое, 0.75л",18,389,0
375887,CHATEAU TAMAGNE,"Вино Chateau Tamagne Cabernet красное сухое, 0.75л",25,489,0
486536,МАССАНДРА,"Портвейн Массандра Алушта белое сладкое, 0.75л",11,569,0
503209,FAUSTINO,"Вино Faustino VII Viura белое сухое, 0.75л",41,1049,944.1
571350465,CANTINA SCANSANO,"Вино Cantina Scansano Morellino Di Scansano La Rasola красное сухое, 0.75л",4,1159,0
469520,LAGUNILLA,"Вино Lagunilla Reserva красное сухое, 0.75л",117,1199,1079.1
454818,MARIPOSA,"Вино Mariposa Greta Oto Tempranillo красное сухое, 0.75л",18,649,584.1
413151254,WEINHAUS CANNIS,"Вино Weinhaus Cannis Riesling белое полусухое, 0.75л",315,939,0
522000,BARONE MONTALTO,"Вино Barone Montalto Rosso красное полусухое, 0.75л",11,799,0
420702,D'ARENBERG,"Вино d'Arenberg The Stump Jump красное сухое, 0.75л",70,1239,1115.1
410382,PEARLY BAY,"Вино Pearly Bay красное сухое, 0.75л",122,559,503.1
170058,CAVIRO,"Вино Caviro Castellino красное полусухое, 1л",12,529,0
637005,DEMUERTE,"Вино Demuerte White белое сухое, 0.75л",6,1549,1199
595563946,MISTY CLIFF,"Вино Misty Cliff Sauvignon Blanc белое полусухое, 0.75л",18,1499,1099
604906790,СКАЛИСТЫЙ БЕРЕГ,"Вино Скалистый берег Шепот цветов белое сухое, 0.75л",8,1079,0
120980,MONTEFUSCO,"Вино Montefusco Merlot красное сухое, 0.75л",26,1229,899
408553,MONTEFUSCO,"Вино Montefusco Pinot Grigio Sicilia белое сухое, 0.75л",45,1229,899
481312,TRAVERSA,"Вино Traversa Sauvignon Blanc белое сухое, 0.75л",11,899,809.1
240997102,PFAFFL,"Вино Pfaffl Vom Haus Muskateller белое полусухое, 0.75л",162,1059,0
568857,TERRE DEGLI EREMI,"Вино Terre Degli Eremi Pecorino белое сухое, 0.75л",304,759,0
379231,KRIS,"Вино Kris Pinot Grigio белое сухое, 0.75л",25,1049,0
388327,KRIS,"Вино Kris Pinot Noir красное сухое, 0.75л",16,1049,0
553121,LA SASTRERIA,"Вино La Sastreria красное сухое, 0.75л",167,869,782.1
413521949,ED KNOWS,"Вино Ed Knows Cabernet Sauvignon красное сухое, 0.75л",8,599,0
550303316,ESSE,"Вино Esse Muscat Оранж белое сухое, 0.75л",30,1199,0
595561466,LGI,"Вино LGI Unpredictable красное полусухое, 0.75л",9,1299,0
453175,MARQUES DE CACERES,"Вино Marques de caceres Excellens Viura белое сухое, 0.75л",13,1199,1079.1
521585,CASERE,"Вино Casere Pinot Grigio белое сухое, 0.75л",122,1159,0
521862,LEEUWENKUIL,"Вино Leeuwenkuil Shiraz красное сухое, 0.75л",12,899,799
595641385,TIO TOTO,"Вино Херес Tio Toto Manzanilla белое сухое, 0.75л",5,1299,1169.1
2278529,YASMIN,"Вино Yasmin Vinho Verde белое полусухое, 0.75л",30,999,899.1
604936157,СИКОРЫ,"Вино Сикоры Каберне Фран розовое сухое, 0.75л",19,1199,999
601407795,DARLING RIVER,"Вино Darling River Chardonnay белое сухое, 0.75л",7,999,0
605021578,GOLUBITSKOE,"Вино Golubitskoe Рислинг белое сухое, 0.75л",21,999,0
402347,SAN ANDREA,"Вино San Andrea Bianco белое полусладкое, 0.75л",15,699,0
500958803,MARANI,"Вино Marani Kindzmarauli красное полусладкое, 0.75л",6,899,799
612898,АЙ-ПЕТРИ,"Вино Ай-Петри Шардоне белое полусладкое, 0.75л",38,319,0
392093,СОЛНЕЧНАЯ ДОЛИНА,"Вино ликерное Солнечная Долина Приват красное сладкое, 0.75л",18,619,519
503586,FAUSTINO,"Вино Faustino Crianza Rioja DOC красное сухое, 0.75л",19,1199,1079.1
519515,TOKAJI FURMINT,"Вино Tokaji Furmint белое полусладкое, 0.75л",22,999,0
494380,TOMBACCO,"Вино Tombacco Pecorino Terre di Chieti белое полусухое, 0.75л",12,1249,0
593573,АЙ-ПЕТРИ,"Вино Ай-Петри Саперави красное сухое, 0.75л",6,319,0
401537,MARIUS BY M. CHAPOUTIER,"Вино Marius by M. Chapoutier Grenache Syrah красное сухое, 0.75л",562,999,0
469642,LAGUNILLA,"Вино Lagunilla Crianza красное сухое, 0.75л",169,999,899.1
170868,BOUCHARD,"Вино Bouchard Aine & Fils Cotes du Rhone White белое сухое, 0.75л",142,999,0
530410,LES CELLIERS JEAN D'ALIBERT,"Вино Les Celliers Jean D'alibert Le Grand Noir Chardonnay белое сухое, 0.75л",103,1099,0
495537,МАССАНДРА,"Вино Массандра Бастардо деертное красное сладкое, 0.75л",23,799,0
413580364,ROOIBERG,"Вино Rooiberg Winery Chenin Blanc белое сухое, 0.75л",11,799,719.1
595641390,LE GRAND NOIR,"Вино Le Grand Noir Rose розовое сухое, 0.75л",76,849,0
571409255,CANTINA SCANSANO,"Вино Cantina Scansano Vermentino La Rasola Maremma Toscana белое сухое, 0.75л",57,959,0
594953,ESSE,"Вино Esse Sauvignon Blanc белое сухое, 0.75л",146,719,0
49188067,MAMIKO,"Вино Алазанская Долина Mamiko Цинандали белое сухое, 0.75л",122,599,0
393649,CHATEAU DE MAUNY,"Вино Chateau De Mauny Anjou белое сухое, 0.75л",18,999,0
493357575,MANUEL QUINTANO,"Вино Manuel Quintano Q de Quintano красное сухое, 0.75л",278,949,699
503978,CA' ERNESTO,"Вино Ca' Ernesto Pinot Grigio белое сухое, 0.75л",351,699,0
535060,ESSE,"Вино Esse Cabernet Отборное красное сухое, 0.75л",163,699,0
550527841,ESSE,"Вино Esse Chardonnay Отборное белое сухое, 0.75л",200,699,0
478563,CHATEAU LA FAVIERE,"Вино Chateau La Faviere Muse Bordeaux Superieur красное сухое, 0.75л",8,969,849
411896,ВИНОДЕЛЬНЯ ВЕДЕРНИКОВЪ,"Вино Винодельня Ведерниковъ Сибирьковый белое сухое, 0.75л",12,849,0
392840,BADAGONI,"Вино Badagoni Saperavi красное сухое, 0.75л",6,839,749
514175,BADAGONI,"Вино Badagoni Tsinandali белое сухое, 0.187л",23,309,229
2277495,ВАЛЕРИЙ ЗАХАРЬИН,"Вино Валерий Захарьин Автохтонное Вино Крыма белое сухое, 0.75л",21,1199,0
2277490,ВАЛЕРИЙ ЗАХАРЬИН,"Вино Валерий Захарьин Автохтонное Вино Крыма красное сухое, 0.75л",28,1199,0
657337,ВАЛЕРИЙ ЗАХАРЬИН,"Вино Валерий Захарьин Автохтонное Вино Крыма розовое сухое, 0.75л",62,1199,0
571350390,SANTA CAROLINA,"Вино Santa Carolina Reserva Rose розовое сухое, 0.75л",17,799,719.1
550644,JOSEPH VERDIER,"Вино Joseph Verdier Cuvee Speciale Blanc белое полусладкое, 0.75л",18,729,0
592137168,RIVER COURSE,"Вино River Course Pinot Noir Rheinhessen Andreas Oster Weinkellerei красное сухое, 0.75л",26,949,0
595641440,TRAPICHE,"Вино Trapiche Chardonnay белое сухое, 0.75л",6,999,899.1
140241,TORRES,"Вино Torres San Valentin белое полусухое, 0.75л",195,899,799
603140371,SANTO STEFANO,"Напиток винный Santo Stefano Gold белое сладкое, 0.75л",156,399,0
604904019,ELETRICO VERMELHO,"Вино Eletrico Vermelho белое сухое, 0.375л",85,399,359.1
393441,CRU LERMONT,"Вино Fanagoria Cru Lermont Мерло красное сухое, 0.75л",21,719,649
571872,GAI KODZOR,"Вино Gai Kodzor Merlot красное сухое, 0.75л",9,649,0
543293,DELAMPA,"Вино Delampa Monastrel сухое красное, 0.75л",111,689,620.1
493260840,MONCARO,"Вино Moncaro Fondiglie Verdicchio белое полусухое, 0.75л",105,769,0
496324,INSOLITO,"Вино Insolito белое сухое, 0.75л",334,779,701.1
111097,NR,"Вино Fanagoria NR Каберне красное сухое, 0.75л",23,389,0
491812,TOCORNAL,"Вино Cono Sur Tocornal Sauvignon Blanс белое полусухое, 0.75л",51,799,719.1
477301,MARIPOSA,"Вино Mariposa Rosado розовое сухое, 0.75л",33,649,584.1
393008,GANDIA,"Вино Vicente Gandia El Pescaito Viura Sauvignon Blanc белое сухое, 0.75л",53,599,539.1
466877,BADAGONI,"Вино Badagoni Akhasheni красное полусладкое, 0.75л",21,849,749
577414,CAMPELO,"Вино Campelo Vinho Verde розовое сухое, 0.75л",64,809,728.1
529935,LES CELLIERS JEAN D'ALIBERT,"Вино Les Celliers Jean D'alibert Le Grand Noir Pinot Noir красное полусухое, 0.75л",116,1099,0
299619049,TRISTORIA,"Вино Tristoria Аппеласьон Каберне Фран-Мерло красное сухое, 0.75л",3,899,599
560399470,CHATEAU TAMAGNE,"Вино Chateau Tamagne Eno Каберне Совиньон-Цвайгельт розовое сухое, 0.75л",137,299,0
625797,KE-CO,"Продукция плодовая алкогольная Ke-Co Гранатовая полусладкая, 0.75л",30,239,199
463497,JOSEPH VERDIER,"Вино Joseph Verdier Cuvee Speciale Verdier Rouge Moelleux красное полусладкое, 0.75л",29,729,0
403128,SAN ANDREA,"Вино San Andrea Rosso красное полусладкое, 0.75л",23,699,0
112280,NR,"Вино Fanagoria NR Мерло красное сухое, 0.75л",27,389,0
146802,SCHUCHMANN,"Вино Schuchmann Saperavi красное сухое, 0.75л",18,819,0
585078,LA SASTRERIA,"Вино La Sastreria белое сухое, 0.75л",205,869,782.1
661025,АВТОРСКОЕ ОЛИМП,"Вино Авторское Олимп Кубань Мерло красное сухое, 0.75л",72,449,349
495309,МАССАНДРА,"Вино Массандра Херес белое сладкое, 0.75л",20,799,0
519677,PREDELLA,"Вино Predella Chianti красное сухое, 0.75л",178,749,0
193091,ARABELLA,"Вино Arabella Pinotage красное сухое, 0.75л",15,679,611.1
49091912,MAMIKO,"Вино Алазанская Долина Mamiko красное полусладкое, 0.75л",98,529,0
49091902,MAMIKO,"Вино Алазанская Долина Mamiko белое полусладкое, 0.75л",119,529,0
402578,FRONTERA,"Вино Frontera Moscato белое сладкое, 0.75л",99,669,602.1
646976,CHATEAU PINOT,"Вино Chateau Pinot Гравитация Каберне Фран-Каберне Совиньон красное сухое, 0.75л",10,659,0
375894,CHATEAU TAMAGNE,"Вино Chateau Tamagne Krasnostop Reserve красное сухое, 0.75л",120,779,0
342210128,AGORA,"Вино Agora Chardonnay белое сухое, 0.75л",8,499,0
421835,ВИНОДЕЛЬНЯ ВЕДЕРНИКОВЪ,"Вино Винодельня Ведерниковъ Ркацители белое сухое, 0.75л",25,699,629
585028,LA SASTRERIA,"Вино La Sastreria розовое сухое, 0.75л",174,869,782.1
643624,CARACTER,"Вино Caracter Cabernet Sauvignon-Malbec красное сухое, 0.75л",34,739,665.1
593600,АЙ-ПЕТРИ,"Вино Ай-Петри Каберне красное сухое, 0.75л",20,319,0
616196,ВИНОДЕЛЬНЯ ВЕДЕРНИКОВЪ,"Вино Винодельня Ведерниковъ Каберне красное сухое, 0.75л",9,699,629
595692337,KHOROVATS,"Вино Khorovats Kangun-Voskeat белое сухое, 0.75л",104,649,499
655696,ЧЕГЕМ,"Вино Чегем красное сухое, 0.75л",181,,499
595695647,KHOROVATS,"Вино Khorovats Areni-Karmrayut красное сухое, 0.75л",6,689,499
493260845,MONCARO,"Вино Moncaro Montescuro Conero Riserva красное сухое, 0.75л",20,899,0
548699,JEAN DELLAC,"Вино Jean Dellac Sauvignon Blanc белое сухое, 0.75л",766,669,0
109247,FELIX SOLIS,"Вино Felix Solis Vina Lanzar Bianco белое сухое, 1л",25,559,503.1
488695,RAMA CORTA,"Вино Rama Corta Crianza Tempranillo красное сухое, 0.75л",538,599,0
543326,RIGO RIGO,"Вино Rigo Rigo Chenin Blanc белое сухое, 0.75л",22,779,701.1
595561396,ESCAPE,"Вино Escape Chardonnay белое полусухое, 0.75л",9,829,599
299619039,TRISTORIA,"Вино Tristoria Аппеласьон Каберне-Совиньон сира красное сухое, 0.75л",2,899,599
268941930,ALMA VALLEY,"Вино Alma Valley Локантита Селект белое сухое, 0.75л",14,699,599
115138953,ED KNOWS,"Вино Ed Knows Merlot Rose розовое сухое, 0.75л",106,599,0
574164097,EL BAR ARGENTINO,"Вино El Bar Argentino Malbec Rose розовое сухое, 0.75л",101,599,539.1
199332,SCHUCHMANN,"Вино Schuchmann Alazani Valley красное полусладкое, 0.75л",20,689,0
660147,ВЫСОКИЙ БЕРЕГ,"Вино Высокий Берег Мерло красное сухое, 0.75л",41,649,0
521736,CAVINO,"Вино Cavino Ionos красное сухое, 0.75л",31,759,569
413521739,ФЛЕЙТА ПОЗВОНОЧНИК,"Вино Флейта позвоночник Шардоне Алиготе белое сухое, 0.75л",3,569,449
413580374,ФЛЕЙТА ПОЗВОНОЧНИК,"Вино Флейта позвоночник Мускат Рислинг белое сухое, 0.75л",5,569,449
410462,PEARLY BAY,"Вино Pearly Bay белое сухое, 0.75л",123,559,503.1
11817747,РИГЗА,"Вино Ригза красное полусладкое, 0.75л",13,749,0
501989328,MARANI,"Вино Marani Saperavi красное сухое, 0.75л",9,679,549
604905150,RIGO RIGO,"Вино Rigo Rigo Pinotage красное сухое, 0.75л",12,699,629.1
594639,ESSE,"Вино Esse Rkatsiteli белое сухое, 0.75л",147,699,0
172590,DON SIMON,"Вино Don Simon белое сухое, 1л",50,679,611.1
660707,ВЫСОКИЙ БЕРЕГ,"Вино Высокий Берег Цвайгельт розовое сухое, 0.75л",16,649,0
560305205,AGORA,"Вино Agora Riesling белое полусухое, 0.75л",9,459,0
501989278,MARANI,"Вино Алазанская Долина Marani белое полусладкое, 0.75л",10,659,0
403258073,ALMA RIVER,"Вино Alma River Pinot Noir-Cabernet Sauvignon-Cabernet красное сухое, 0.75л",10,549,449
49188082,ED KNOWS,"Вино Ed Knows Chardonnay белое сухое, 0.75л",23,599,0
548700,ALAZANI,"Вино Alazani Алазанская долина белое полусладкое, 0.75л",133,529,0
268253330,ALMA VALLEY,"Вино Alma Valley Локантита красное сухое, 0.75л",115,489,439
2749383,DI CASPICO,"Вино Di Caspico Merlot красное сухое, 0.75л",23,479,0
604902484,ELETRICO VERMELHO,"Вино Eletrico Vermelho розовое сухое, 0.375л",83,399,359.1
471689,CODICI,"Вино Codici Rosato Puglia розовое полусухое, 0.75л",14,699,0
413147954,AZABRAU,"Вино Azabrau Баяншира белое сухое, 0.75л",10,509,0
413147949,AZABRAU,"Вино Azabrau Мадраса сухое красное, 0.75л",10,509,0
605167574,АБРАУ ЭСТЕЙТС,"Вино Абрау Эстейтс Достойный красное сухое, 0.75л",10,509,0
548592,ALAZANI,"Вино Alazani Saperavi красное сухое, 0.75л",105,599,0
126588798,ED KNOWS,"Вино Ed Knows Merlot красное сухое, 0.75л",75,599,0
661775,АВТОРСКОЕ ОЛИМП,"Вино Авторское Олимп Кубань Виорика белое сухое, 0.75л",24,399,349
517138,CAVANZA,"Вино Cavanza Sauvignon blanc белое сухое, 0.75л",31,529,449
429393,CHATEAU TAMAGNE,"Вино Chateau Tamagne Chardonnay белое сухое, 0.75л",34,469,0
217260,FANAGORIA,"Вино Fanagoria Авторское вино Каберне-Саперави красное сухое, 0.75л",207,429,0
605000155,FANAGORIA,"Вино Fanagoria Авторское вино Шардоне-Алиготе белое сухое, 0.75л",1,429,0
204640,FELIX SOLIS,"Вино Felix Solis Vina Lanzar Tinto красное сухое, 1л",55,559,503.1
593523,АЙ-ПЕТРИ,"Вино Ай-Петри Саперави красное полусладкое, 0.75л",19,319,0
601655619,KAFFA,"Вино Kaffa Мускат белое сухое, 0.75л",96,479,399
550303421,АГДАМ,"Вино Агдам ликерное портвейн белое сладкое, 0.75л",18,399,0
2749418,DI CASPICO,"Вино Di Caspico розовое сухое, 0.75л",24,479,399
483460,СОЛНЕЧНАЯ ДОЛИНА,"Вино Солнечная Долина Каберне красное сухое, 0.75л",36,509,469
375709,CHATEAU TAMAGNE,"Вино Chateau Tamagne Каберне красное сухое, 0.7л",17,279,0
593602,АЙ-ПЕТРИ,"Вино Ай-Петри Бастардо красное сухое, 0.75л",22,319,0
618242,АЙ-ПЕТРИ,"Вино Ай-Петри Бастардо красное полусладкое, 0.75л",36,319,0
448105982,Без бренда,"Вино Винзавод Юровский Мерло красное сухое, 1л",12,189,0
550528811,CHATEAU DE CAMENSAC,"Вино Chateau de Camensac Haut-Medoc красное сухое, 0.75л",13,5899,0
550528841,ECHO DE LYNCH BAGES,"Вино Echo de Lynch Bages Pauillac AOC красное сухое, 0.75л",15,7899,0
550328126,CHATEAU POTENSAC,"Вино Chateau Potensac Chapelle de Potensac Medoc красное сухое, 0.75л",20,2599,0
550328121,CHATEAU DU TERTRE,"Вино Chateau du Tertre Les Hauts Margaux красное сухое, 0.75л",20,4399,0
583415,CHARTRON ET TREBUCHET,"Вино Chartron et Trebuchet Petit Chablis белое сухое, 0.75л",13,3599,0
544938,CANTINA CELLARO,"Вино Cantina Cellaro Vanita Nero красное полусухое, 0.75л",9,2569,1999
616109,BODEGAS MUGA,"Вино Bodegas Muga Reserva Rioja красное сухое, 0.75л",18,4999,4499.1
581065,CRANSWICK LAKEFIELD,"Вино Cranswick Lakefield Chardonnay белое сухое, 0.75л",5,1359,1223.1
577272,MONTES,"Вино Montes Cabernet Sauvignon красное сухое, 0.75л",11,1499,1349.1
594902,ADRIEN VACHER,"Вино Adrien Vacher Chardonnay Cuvee Reservee белое сухое, 0.75л",2,1499,0
625087,CHATEAU MUKHRANI,"Вино Chateau Mukhrani Grappe Noire красное сухое, 0.75л",13,1899,1399
49188072,PFEFFERER,"Вино Pfefferer Pink розовое сухое, 0.75л",115,2199,0
617952,ВИНОДЕЛЬНЯ ВЕДЕРНИКОВЪ,"Вино Винодельня Ведерниковъ Губернаторское розовое сухое, 0.75л",19,699,629
625952,CHATEAU MUKHRANI,"Вино Chateau Mukhrani Saperavi Superior красное сухое, 0.75л",20,1649,1299
595561426,CASAMATTA,"Вино Casamatta Bibi Graetz Rosso красное сухое, 0.75л",6,2999,0
595563951,CASAMATTA,"Вино Casamatta Bibi Graetz Bianco белое сухое, 0.75л",6,2999,0
49188077,ED KNOWS,"Вино Ed Knows Sauvignon Blanc белое сухое, 0.75л",29,599,0
448200,TASSINAIA,"Вино Tassinaia Castello del Terriccio красное сухое, 0.75л",4,5299,0
512155,ZULL,"Вино Zull Weinviertel DAC Gruner Veltliner белое сухое, 0.75л",11,1899,0
360723,CASA SANTOS,"Вино Casa Santos Lima Opaco красное сухое, 0.75л",1,3129,2816.1
548634,ALAZANI,"Вино Alazani Rkatsiteli белое сухое, 0.75л",170,559,0
552900,DOMAINE DE LA PAILLARDIERE,"Вино Domaine De La Paillardiere Brouilly красное сухое, 0.75л",70,2099,0
365857,ARGENTIERA,"Вино Argentiera Poggio ai Ginepri белое сухое, 0.75л",29,3599,0
519042,CLAROSCURO,"Вино Claroscuro Chardonnay белое сухое, 0.75л",11,1269,1142.1
604952665,TORO,"Вино Sangre de Toro Reserva Tempranillo красное сухое, 0.75л",8,1679,1511.1
223278,MARQUES DE CACERES,"Вино Marques de caceres розовое сухое, 0.75л",18,1249,1124.1
413521734,KOUASH,"Вино Manukyan Wine Kouash белое сухое, 0.75л",8,1299,999
593996,NELEMAN,"Вино Neleman Bobal Valencia красное сухое, 0.75л",10,2579,1899
595034,ADRIEN VACHER,"Вино Adrien Vacher Mondeuse Saint Jean De La Porte красное сухое, 0.75л",3,2399,0
557512218,GERARD BERTRAND,"Вино Gerard Bertrand Gio белое сухое, 0.75л",198,999,899
550291941,ШАТО ПИНО,"Вино Шато Пино Шары колдуна Тройничок белое сухое, 0.75л",10,2199,0
360747,DE WETSHOF,"Вино De Wetshof Danie de Wet Chardonnay белое сухое, 0.75л",14,919,827.1
361105,CLOS QUEBRADA DE MACUL,"Вино Clos Quebrada De Macul Penalolen Cabernet Sauvignon белое сухое, 0.75л",9,1399,1259.1
511836,HERMIT CRAB,"Вино Hermit Crab белое сухое, 0.75л",20,2199,1979.1
483731221,CHATEAU MONTLABERT,"Вино Chateau Montlabert St Emilion Grand Cru красное сухое, 0.75л",46,2999,0
257408300,KAAPZICHT,"Вино Kaapzicht Chenin Blanc белое сухое, 0.75л",16,1449,1304.1
89763543,ARZUAGA,"Вино Amaya Arzuaga Ribera красное сухое в подарочной упаковке, 0.75л",6,19499,17549.1
483453,CASTILLO PERELADA,"Вино Castillo Perelada 5 Fincas Reserva красное сухое, 0.75л",6,2099,1889.1
413580359,ROOIBERG,"Вино Rooiberg Winery Colombar белое полусухое, 0.75л",15,799,719.1
216426,VILLA ANTINORI,"Вино Villa Antinori Bianco белое сухое, 0.375л",16,1659,1299
604941394,ROOIBERG,"Вино Rooiberg Natural Sweet красное сладкое, 0.75л",17,889,800.1
360708,DE WETSHOF,"Вино De Wetshof Danie de Wet Cabernet Sauvignon-Merlot красное сухое, 0.75л",25,919,827.1
534716,SCHUCHMANN,"Вино Schuchmann Kisi белое сухое, 0.75л",7,1699,0
413151099,СУХАЯ ГОРА,"Вино Сухая Гора Шираз Каберне Совиньон красное сухое, 0.75л",9,879,649
176463,VILLA ANTINORI,"Вино Villa Antinori Rosso красное сухое, 0.375л",5,2359,0
562289,DOMEN DES MALANDES,"Вино Domen Des Malandes Chablis Grand Cru Vaudesir белое сухое, 0.75л",5,12999,0
595561471,DUO DU MIDI,"Вино Duo du Midi Malbec-Cabernet Franc красное полусухое, 0.75л",6,1149,0
